guid,sector
ac0d9e22-dd69-4fb2-94ca-cfc38d380fa4,WHOLE
bd4aed7e-c357-433e-b4cc-3892edd61a10,MANU
d8b97dbe-a6c8-4f9c-9668-9ff481d3fe31,WHOLE
c3509a4b-a0a0-4816-899b-376d612f9d48,MANU
6f37bbe1-5bc1-4f7b-808b-e38217d27bf7,TRANS
c137142d-d005-4bf4-842f-db4e90311db3,MANU
c1a6196e-6c7f-49c5-99b8-bdfc58eb7730,WHOLE
ea2302c5-e747-4ce8-8f3c-fbf07991b7ae,WHOLE
dc35f191-0d16-4346-8c9c-c57b1294cbf5,HS3
6d699686-3c93-4a89-9600-5bdca47f8c9f,HS4
670a2ef0-b6db-4c40-8baf-ecc5a175d67d,HS4
4d842ce6-a57b-436d-bf69-725a4f8af03e,HS4
70f13fa5-8e13-4f57-a999-47afecac83bf,HS3
38142b02-98c7-4cfc-912c-51e4488d1dd7,HS4
0932dd3d-51d4-4948-9e58-237e379ac785,HS3
9fa0a861-7197-4fbd-88d8-c79c154f8402,HS3
efb3ba74-57a3-4e74-a10f-48bc020a1434,HS3
72288bb0-30f9-42b5-9da3-e217b7238fd7,HS4
c9832d70-8212-40b2-8629-e57ac303b883,HS2
5720b165-cc39-42ac-9d2b-259f8a30d649,HS3
a15f2b88-3d72-4d21-9172-b1ef0678f8de,HS2
4116ffde-f651-4546-bb6d-b0601c0f8b01,HS4
c5c08210-18c0-4fa7-b212-14d6e086af0f,HS3
92d6b906-4392-4da9-b81c-d1cbef825d40,HS4
a8460698-e281-4777-8230-df9eb62c4882,HS4
