guid,sector
6aac1f0a-a548-4c44-a77c-9baee8340208,ADMIN_EDU
90abab8f-d9ee-4ed3-a90d-e14fa40ae47e,HS4
d89b408c-2791-45a2-897f-220c0baa037c,HS1
5464875a-a503-439f-8f72-1a4924d9d241,HS4
160ac145-632b-47ad-a361-ebc0cf68d1cb,HS4
e98a79f1-814f-4172-a845-2ccdcc9e765a,HS4
56a3d854-c245-4716-ac12-0439c3624043,HS3
40986e63-3923-4af9-b957-bd1f98908bcf,HS4
6c8999f5-9d63-4ba2-91d5-292970c3edbd,HS4
57887451-11d5-4a77-86d5-c795ef3a3389,HS4
a2be6641-d608-4d51-978b-732ae3d4639e,HS4
5cc63563-4525-4bc7-8301-4e44f6edc652,HS4
1ccb592d-fb60-4cab-baee-6b1a800688a5,MANU
18bc8703-4d77-48ff-b0ff-b4b4443c0534,HS4
bb26d2ba-d351-46d1-8287-b9ebd6743bc8,HS3
611de5fd-24a5-436c-a1ea-21ee9a70dd91,HS3
8ce8d20b-08ca-4aa2-bddd-05427ff5c205,HS4
7ea899a3-a148-4edb-872c-917b4a81ee19,HS4
0e0a91f8-573c-4b16-9957-59b9acac899d,HS4
7dc94853-9b34-425c-90fc-969297d3b187,HS3
906cb17f-9a5d-4c1f-8b61-25d789dd1d60,HS3
e3db0847-9031-493c-959c-a75fefc1f261,HS3
58ff41cd-d455-452c-9439-7ce745ffe006,HS3
328ff6e8-8e47-4c7e-8755-4735914b05cb,HS3
f9d89bb1-dc92-4e22-9d1f-dc37ccc9bc37,HS3
a8d68344-65bd-4f91-aff6-73a1bc914456,HS3
6dd73639-cd68-4733-8b39-a2bb2e27914f,HS3
90e23ff5-2be8-4c5e-b216-5f5bdc3af01b,HS3
4a0e6336-0f45-4972-9df0-5907dc72e1ea,HS4
92ff74db-8d67-40e4-86e1-7510084a3135,HS3
65394c83-e1a6-49be-a7dd-20cb4d9612b6,HS3
ca79cc0e-7c6a-40b8-940c-b6b4db27ce12,HS3
7c582e52-483b-4de5-946a-463e8509b776,HS3
198e03ee-1359-46f9-a303-10f61a8344d9,HS4
a29c1143-2371-4388-bd6c-e95d13a6ce84,HS3
2a617b3d-bb75-4a15-abe3-38bc1dbae12d,HS3
29c8acad-6624-469d-8d04-db98240abbf4,HS4
6caac88a-819e-43c4-ad9f-dcbfceca6dd3,HEALTH
411c2040-33ea-44de-ad84-89a01c33b0f9,MANU
81bb1788-039e-43fd-93cd-cdc292091e39,UTIL_CONS
ab102afb-2c4e-4b77-9829-4b4eb5ebdf9c,FINANCE
1ec7c6a0-38c8-4a28-a4ae-a44e2812468e,MANU
7b25c399-3493-45ab-9bfb-0986629a3b23,MANU
ef6c3b94-fc29-486c-9c46-41366268bbf2,WHOLE
e2496bb0-ab0f-4362-8a4b-cebe48ab0b07,MANU
b0163dac-720c-4cb5-a9be-8e948814c31b,WHOLE
0e7d377e-cad2-409e-a84f-158bd0b556d4,MANU
3c45fda2-6c55-4a47-8fd6-0f2bb8a2dd16,TRANS
effba3de-b4e2-4e1d-90c4-ab6decd426ec,MANU
ed811a0f-29d3-4f48-955b-bb40247615a5,OTHER
669751be-4825-405d-930c-022b0d87a7de,WHOLE
b6213f37-5a4f-4bc3-bbae-439de60bce82,HS4
610ecaad-35b8-40e6-be27-25a804a72ced,HS4
a22c664f-cb44-46c0-90f6-01ca2117b097,HS4
